department	shift_date	shift_type	staff_subclass	required_staff_count
Νευρολογία	2026-05-04	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-04	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-04	Νυχτερινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-04	Πρωινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-04	Πρωινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-04	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-04	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-04	Πρωινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-04	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-04	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-04	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-05	Απογευματινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-05	Απογευματινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-05	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-05	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-05	Απογευματινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-05	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-05	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-05	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-05	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-05	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-05	Νυχτερινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-05	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-05	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-05	Πρωινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-05	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-05	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-05	Πρωινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-05	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-05	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-05	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-06	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-06	Απογευματινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-06	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-06	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-06	Απογευματινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-06	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-06	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-06	Νυχτερινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-06	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-06	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-06	Νυχτερινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-06	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-06	Πρωινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-06	Πρωινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-06	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-06	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-06	Πρωινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-06	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-06	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-06	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-07	Απογευματινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-07	Απογευματινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-07	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-07	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-07	Απογευματινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-07	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-07	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-07	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-07	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-07	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-07	Νυχτερινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-07	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-07	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-07	Πρωινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-07	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-07	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-07	Πρωινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-07	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-07	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-07	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-08	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-08	Απογευματινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-08	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-08	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-08	Απογευματινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-08	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-08	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-08	Νυχτερινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-08	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-08	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-08	Νυχτερινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-08	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-08	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-08	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-08	Πρωινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-08	Πρωινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-08	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-08	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-08	Πρωινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-08	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-08	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-08	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-09	Απογευματινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-09	Απογευματινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-09	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-09	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-09	Απογευματινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-09	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-09	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-09	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-09	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-09	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-09	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-09	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-09	Νυχτερινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-09	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-09	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-09	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-09	Πρωινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-09	Πρωινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-09	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-09	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-09	Πρωινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-09	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-09	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-09	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-10	Απογευματινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νευρολογία	2026-05-10	Απογευματινή	Διοικητικοί - Υποδοχή	1
Νευρολογία	2026-05-10	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-10	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-10	Απογευματινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-10	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-10	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-10	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-10	Νυχτερινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-10	Νυχτερινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-10	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-10	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-10	Νυχτερινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-10	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
Νευρολογία	2026-05-10	Πρωινή	Διοικητικοί - Γραμματέας	1
Νευρολογία	2026-05-10	Πρωινή	Διοικητικοί - Λογιστής	1
Νευρολογία	2026-05-10	Πρωινή	Ιατροί - Επείγουσα Ιατρική	1
Νευρολογία	2026-05-10	Πρωινή	Ιατροί - Ορθοπαιδική	1
Νευρολογία	2026-05-10	Πρωινή	Ιατροί - Παθολογία	1
Νευρολογία	2026-05-10	Πρωινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νευρολογία	2026-05-10	Πρωινή	Νοσηλευτές - Νοσηλευτής	2
Νευρολογία	2026-05-10	Πρωινή	Νοσηλευτές - Προϊστάμενος	2
Νεφρολογία	2026-05-04	Απογευματινή	Διοικητικοί - Γραμματέας	1
Νεφρολογία	2026-05-04	Απογευματινή	Διοικητικοί - Λογιστής	1
Νεφρολογία	2026-05-04	Απογευματινή	Ιατροί - Επείγουσα Ιατρική	1
Νεφρολογία	2026-05-04	Απογευματινή	Ιατροί - Ορθοπαιδική	1
Νεφρολογία	2026-05-04	Απογευματινή	Ιατροί - Παθολογία	1
Νεφρολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νεφρολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Νοσηλευτής	2
Νεφρολογία	2026-05-04	Απογευματινή	Νοσηλευτές - Προϊστάμενος	2
Νεφρολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Διοικητικός Υπεύθυνος	1
Νεφρολογία	2026-05-04	Νυχτερινή	Διοικητικοί - Υποδοχή	1
Νεφρολογία	2026-05-04	Νυχτερινή	Ιατροί - Επείγουσα Ιατρική	1
Νεφρολογία	2026-05-04	Νυχτερινή	Ιατροί - Ορθοπαιδική	1
Νεφρολογία	2026-05-04	Νυχτερινή	Ιατροί - Παθολογία	1
Νεφρολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Βοηθός Νοσηλευτή	2
Νεφρολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Νοσηλευτής	2
Νεφρολογία	2026-05-04	Νυχτερινή	Νοσηλευτές - Προϊστάμενος	2
